serotype	study	true_rho_ij	true_nu_j	true_r_i	carriage_samples	surveillance_population	time_interval	carriage	disease	rho	rho_lower	rho_upper	gamma	gamma_lower	gamma_upper	nu	nu_lower	nu_upper	rho_diff	nu_diff	r_diff
Serotype_3	Population_J	0.019604415865615	0.00166667292466383	75.3957104807844	887	33046	1	10	81	0.0168231540404563	0.0128767394050261	0.0217027475146981	83.387381950491	63.6140454881563	111.252268054232	0.00164820468344657	0.0012163068672458	0.00222894893980636	0.141869150513017	0.0110809031237994	0.105996367946467
Serotype_4	Population_J	0.026191009406466	0.000624277781675576	75.3957104807844	887	33046	1	29	37	0.0267808286143505	0.0202338350770955	0.0346785066953882	83.387381950491	63.6140454881563	111.252268054232	0.000581577710132851	0.000424864771222456	0.000789824645956144	0.0225199112692011	0.0683991530631067	0.105996367946467
Serotype_5	Population_J	0.0254391110618599	0.000361271220343049	75.3957104807844	887	33046	1	28	31	0.0358519375335735	0.0270119304399275	0.046400329503632	83.387381950491	63.6140454881563	111.252268054232	0.000280189243545696	0.000202393196812921	0.000384094158184984	0.409323519457615	0.224435195032588	0.105996367946467
Serotype_6	Population_J	0.00466739542316645	0.0551160483973277	75.3957104807844	887	33046	1	4	646	0.00458364362028137	0.00384309978244006	0.00544708213108568	83.387381950491	63.6140454881563	111.252268054232	0.0511536943694845	0.0387478579765311	0.0673459199702064	0.0179440127291084	0.0718911123540436	0.105996367946467
Serotype_7	Population_J	0.028983063576743	1.69363031133799e-05	75.3957104807844	887	33046	1	29	0	0.032066884860266	0.0222461078241626	0.0442656804901968	83.387381950491	63.6140454881563	111.252268054232	1.39089866574858e-05	9.10214005873963e-06	2.19695732055648e-05	0.106400804571864	0.178747182051938	0.105996367946467
Serotype_8	Population_J	0.02284848325653	0.00609865355644351	75.3957104807844	887	33046	1	17	315	0.0189853504663248	0.0156428568048867	0.0227949357747468	83.387381950491	63.6140454881563	111.252268054232	0.00603879161204174	0.00450197714951428	0.0079008874266026	0.169076115330377	0.00981560009069849	0.105996367946467
Serotype_9	Population_J	0.0384753821068443	0.00768771721786772	75.3957104807844	887	33046	1	39	728	0.0393190134505254	0.0333911337813606	0.0462139126624622	83.387381950491	63.6140454881563	111.252268054232	0.00675694860442356	0.00506721565131642	0.00883160864048791	0.0219265228175847	0.121072170979557	0.105996367946467
Serotype_10	Population_J	0.036435062775854	0.00915736905140876	75.3957104807844	887	33046	1	30	837	0.0368354296150891	0.0312758584917776	0.0431096532173019	83.387381950491	63.6140454881563	111.252268054232	0.0082163744538578	0.00621472054750483	0.0107861084766282	0.0109885041696805	0.102758182210227	0.105996367946467
Serotype_11	Population_J	0.0342361497576349	0.00522944348484999	75.3957104807844	887	33046	1	31	435	0.0326060165558618	0.0266533661144357	0.0394451556118868	83.387381950491	63.6140454881563	111.252268054232	0.00487202874641886	0.00361226881702506	0.00655189242901793	0.047614384599703	0.0683466107754254	0.105996367946467
Serotype_12	Population_J	0.0203631495824084	0.00171333895893638	75.3957104807844	887	33046	1	12	90	0.0204635936108571	0.0160156302786887	0.0259358073061795	83.387381950491	63.6140454881563	111.252268054232	0.00149725683293622	0.00110914895281043	0.00197976180231969	0.00493263716608443	0.126117558275976	0.105996367946467
Serotype_13	Population_J	0.0445969756925479	0.0211797975556686	75.3957104807844	887	33046	1	40	2365	0.0451935947581227	0.0389152238484877	0.0524506486338309	83.387381950491	63.6140454881563	111.252268054232	0.0190169945513177	0.0144103093434709	0.024745261222286	0.0133780162513242	0.102116320926406	0.105996367946467
Serotype_14	Population_J	0.0481850383221172	1.51053280711885e-05	75.3957104807844	887	33046	1	44	0	0.0483101855667831	0.0358234127444916	0.0631886712651759	83.387381950491	63.6140454881563	111.252268054232	1.38584668774417e-05	9.60248219858547e-06	1.99049624966158e-05	0.00259722206360545	0.082544462978267	0.105996367946467
Serotype_15	Population_J	0.0242634105263278	0.00159293845675666	75.3957104807844	887	33046	1	26	90	0.0250305542948254	0.0197450313831672	0.0314935880684571	83.387381950491	63.6140454881563	111.252268054232	0.00136789780107605	0.00100960397779988	0.00182389032482812	0.031617309844598	0.141273917222643	0.105996367946467
Serotype_16	Population_J	0.0192858312162571	2.15697089724176e-05	75.3957104807844	887	33046	1	14	1	0.0166603057582096	0.00974394212872112	0.0261703444605731	83.387381950491	63.6140454881563	111.252268054232	1.79975959385049e-05	1.26896853328877e-05	2.5451226639741e-05	0.136137531673214	0.165607845635773	0.105996367946467
Serotype_17	Population_J	0.0410889444872737	4.96360232812137e-05	75.3957104807844	887	33046	1	31	1	0.0329324761396036	0.0229555041412828	0.0454800234706065	83.387381950491	63.6140454881563	111.252268054232	3.84793156633784e-05	2.72757253718684e-05	5.37476724380979e-05	0.198507614382657	0.224770376035704	0.105996367946467
Serotype_18	Population_J	0.025768801313825	0.0284992836819387	75.3957104807844	887	33046	1	17	1773	0.026165583676391	0.0224505494566892	0.0304412642446172	83.387381950491	63.6140454881563	111.252268054232	0.0245787519533217	0.0184562071574966	0.0319522972292769	0.0153977811281885	0.137565974372249	0.105996367946467
Serotype_19	Population_J	0.0313264196622185	0.00499501697873601	75.3957104807844	887	33046	1	28	373	0.0325419822689251	0.0268466890619546	0.0393309901562416	83.387381950491	63.6140454881563	111.252268054232	0.00415461604499282	0.00307275702640689	0.00550680619628927	0.0388031131490125	0.168247863284713	0.105996367946467
Serotype_20	Population_J	0.0297304935171269	0.0261759830892973	75.3957104807844	887	33046	1	16	1889	0.0279700301249649	0.0236714342377842	0.0330207468492499	83.387381950491	63.6140454881563	111.252268054232	0.0244249330292714	0.0182691525923247	0.0321660643182578	0.0592140655568964	0.0668952930651098	0.105996367946467
Serotype_1	Population_K	0.0442125496803783	0.00192366131736158	0.124310437628311	1093	43729	1	55	0	0.0503783112352709	0.0388049479712465	0.0645640306695079	0.128449375623081	0.0788275900239431	0.205962194484157	0.00173321520155694	0.00128680277912958	0.00231334817707903	0.139457271735427	0.0990018950247726	0.0332951767666212
Serotype_2	Population_K	0.0450603850069456	7.10537281277665e-05	0.124310437628311	1093	43729	1	32	0	0.0298835370909822	0.0209573308780063	0.0408649266128254	0.128449375623081	0.0788275900239431	0.205962194484157	5.20167954654757e-05	3.82250562503268e-05	7.05204459045807e-05	0.336811323596637	0.267923065599868	0.0332951767666212
Serotype_3	Population_K	0.0315894741332158	0.00166667292466383	0.124310437628311	1093	43729	1	30	0	0.0277575773118531	0.0193182490549622	0.0386632558046677	0.128449375623081	0.0788275900239431	0.205962194484157	0.00164820468344657	0.0012163068672458	0.00222894893980636	0.121302963297308	0.0110809031237994	0.0332951767666212
Serotype_4	Population_K	0.0431280813412741	0.000624277781675576	0.124310437628311	1093	43729	1	37	0	0.0343465186834954	0.024477664242799	0.0464480920640971	0.128449375623081	0.0788275900239431	0.205962194484157	0.000581577710132851	0.000424864771222456	0.000789824645956144	0.203615889802513	0.0683991530631067	0.0332951767666212
Serotype_5	Population_K	0.0140273472527042	0.000361271220343049	0.124310437628311	1093	43729	1	19	0	0.0179160507495772	0.0112268853648397	0.0270626561932232	0.128449375623081	0.0788275900239431	0.205962194484157	0.000280189243545696	0.000202393196812921	0.000384094158184984	0.277223014930592	0.224435195032588	0.0332951767666212
Serotype_6	Population_K	0.0402723827632144	0.0551160483973277	0.124310437628311	1093	43729	1	37	12	0.0358532146026719	0.0264751860171269	0.0470313904357698	0.128449375623081	0.0788275900239431	0.205962194484157	0.0511536943694845	0.0387478579765311	0.0673459199702064	0.109731976538997	0.0718911123540436	0.0332951767666212
Serotype_7	Population_K	0.0167772420798428	1.69363031133799e-05	0.124310437628311	1093	43729	1	13	0	0.0124534758079808	0.00703401461511879	0.0201539789998422	0.128449375623081	0.0788275900239431	0.205962194484157	1.39089866574858e-05	9.10214005873963e-06	2.19695732055648e-05	0.25771615211161	0.178747182051938	0.0332951767666212
Serotype_8	Population_K	0.033374152588658	0.00609865355644351	0.124310437628311	1093	43729	1	39	3	0.0377642569726165	0.027587897629373	0.0503688387540693	0.128449375623081	0.0788275900239431	0.205962194484157	0.00603879161204174	0.00450197714951428	0.0079008874266026	0.131542048065378	0.00981560009069849	0.0332951767666212
Serotype_9	Population_K	0.0314591179136187	0.00768771721786772	0.124310437628311	1093	43729	1	33	3	0.0323164279369296	0.0228228693333209	0.0436128454314456	0.128449375623081	0.0788275900239431	0.205962194484157	0.00675694860442356	0.00506721565131642	0.00883160864048791	0.0272515594895249	0.121072170979557	0.0332951767666212
Serotype_10	Population_K	0.0174856278579682	0.00915736905140876	0.124310437628311	1093	43729	1	22	0	0.0198943021228205	0.0127886952422468	0.0291491158115745	0.128449375623081	0.0788275900239431	0.205962194484157	0.0082163744538578	0.00621472054750483	0.0107861084766282	0.137751660072915	0.102758182210227	0.0332951767666212
Serotype_11	Population_K	0.0465702927787788	0.00522944348484999	0.124310437628311	1093	43729	1	57	1	0.0523141512792668	0.0404640357289335	0.0660271124786753	0.128449375623081	0.0788275900239431	0.205962194484157	0.00487202874641886	0.00361226881702506	0.00655189242901793	0.12333739295505	0.0683466107754254	0.0332951767666212
Serotype_12	Population_K	0.0358955008094199	0.00171333895893638	0.124310437628311	1093	43729	1	37	0	0.0342572017681333	0.0244145151586555	0.0460303581299866	0.128449375623081	0.0788275900239431	0.205962194484157	0.00149725683293622	0.00110914895281043	0.00197976180231969	0.0456407907493713	0.126117558275976	0.0332951767666212
Serotype_13	Population_K	0.0247579691000283	0.0211797975556686	0.124310437628311	1093	43729	1	26	1	0.0230078485491635	0.0155810871723997	0.0325294257609784	0.128449375623081	0.0788275900239431	0.205962194484157	0.0190169945513177	0.0144103093434709	0.024745261222286	0.0706891806752732	0.102116320926406	0.0332951767666212
Serotype_14	Population_K	0.00351444821571931	1.51053280711885e-05	0.124310437628311	1093	43729	1	6	0	0.0060844668823353	0.00255835595150538	0.0119506478628701	0.128449375623081	0.0788275900239431	0.205962194484157	1.38584668774417e-05	9.60248219858547e-06	1.99049624966158e-05	0.731272310435786	0.082544462978267	0.0332951767666212
Serotype_15	Population_K	0.0192346867639571	0.00159293845675666	0.124310437628311	1093	43729	1	21	0	0.0197047457385838	0.0125001573085659	0.0291294995549767	0.128449375623081	0.0788275900239431	0.205962194484157	0.00136789780107605	0.00100960397779988	0.00182389032482812	0.0244380883554348	0.141273917222643	0.0332951767666212
Serotype_16	Population_K	0.0336450423579663	2.15697089724176e-05	0.124310437628311	1093	43729	1	50	0	0.0462095204560959	0.035109726377563	0.0596906428947226	0.128449375623081	0.0788275900239431	0.205962194484157	1.79975959385049e-05	1.26896853328877e-05	2.5451226639741e-05	0.373442183976167	0.165607845635773	0.0332951767666212
Serotype_17	Population_K	0.00566508158808574	4.96360232812137e-05	0.124310437628311	1093	43729	1	9	0	0.0087764203517131	0.00433734364466366	0.015811901420636	0.128449375623081	0.0788275900239431	0.205962194484157	3.84793156633784e-05	2.72757253718684e-05	5.37476724380979e-05	0.549213407653446	0.224770376035704	0.0332951767666212
Serotype_18	Population_K	0.0114088805741631	0.0284992836819387	0.124310437628311	1093	43729	1	16	2	0.0151513455653791	0.009386195136259	0.0229836681755305	0.128449375623081	0.0788275900239431	0.205962194484157	0.0245787519533217	0.0184562071574966	0.0319522972292769	0.328030867435966	0.137565974372249	0.0332951767666212
Serotype_19	Population_K	0.0429798733908683	0.00499501697873601	0.124310437628311	1093	43729	1	46	0	0.0418319137665023	0.0311235184513387	0.0547642720916719	0.128449375623081	0.0788275900239431	0.205962194484157	0.00415461604499282	0.00307275702640689	0.00550680619628927	0.0267092369939337	0.168247863284713	0.0332951767666212
Serotype_20	Population_K	0.0327005307073705	0.0261759830892973	0.124310437628311	1093	43729	1	35	5	0.032891942963517	0.0241269382237025	0.0438834893472711	0.128449375623081	0.0788275900239431	0.205962194484157	0.0244249330292714	0.0182691525923247	0.0321660643182578	0.00585349081516156	0.0668952930651098	0.0332951767666212
Serotype_1	Population_L	0.00198941795388237	0.00192366131736158	5.50506543794527	989	76397	1	1	2	0.00205055589187896	0.000626727783808026	0.00496699974611373	5.96569969710764	4.53702095472221	7.96904993614745	0.00173321520155694	0.00128680277912958	0.00231334817707903	0.0307315704461603	0.0990018950247726	0.0836746201030261
Serotype_2	Population_L	0.0443582500796765	7.10537281277665e-05	5.50506543794527	989	76397	1	41	1	0.0421183898185526	0.0307860790342225	0.0558135903577078	5.96569969710764	4.53702095472221	7.96904993614745	5.20167954654757e-05	3.82250562503268e-05	7.05204459045807e-05	0.050494784106692	0.267923065599868	0.0836746201030261
Serotype_3	Population_L	0.0390321321669035	0.00166667292466383	5.50506543794527	989	76397	1	37	38	0.0431545633915131	0.0334749036111337	0.0546625573476526	5.96569969710764	4.53702095472221	7.96904993614745	0.00164820468344657	0.0012163068672458	0.00222894893980636	0.105616347243904	0.0110809031237994	0.0836746201030261
Serotype_4	Population_L	0.000290789769496769	0.000624277781675576	5.50506543794527	989	76397	1	0	1	0.0013588211776058	0.00020281717450064	0.00446236950561447	5.96569969710764	4.53702095472221	7.96904993614745	0.000581577710132851	0.000424864771222456	0.000789824645956144	3.67286445447284	0.0683991530631067	0.0836746201030261
Serotype_5	Population_L	0.026744193281047	0.000361271220343049	5.50506543794527	989	76397	1	34	3	0.0337118272740184	0.0243215102406986	0.0451622798208869	5.96569969710764	4.53702095472221	7.96904993614745	0.000280189243545696	0.000202393196812921	0.000384094158184984	0.260528852740125	0.224435195032588	0.0836746201030261
Serotype_6	Population_L	0.0281055571744218	0.0551160483973277	5.50506543794527	989	76397	1	28	681	0.0291512007066894	0.0244375345396603	0.0346853985881318	5.96569969710764	4.53702095472221	7.96904993614745	0.0511536943694845	0.0387478579765311	0.0673459199702064	0.0372041559531583	0.0718911123540436	0.0836746201030261
Serotype_7	Population_L	0.0247512028319761	1.69363031133799e-05	5.50506543794527	989	76397	1	27	0	0.0277755326687086	0.0187360699458874	0.0391549413964671	5.96569969710764	4.53702095472221	7.96904993614745	1.39089866574858e-05	9.10214005873963e-06	2.19695732055648e-05	0.122189206612025	0.178747182051938	0.0836746201030261
Serotype_8	Population_L	0.0116871752892621	0.00609865355644351	5.50506543794527	989	76397	1	3	32	0.0094958780218414	0.00666317382210177	0.0132747575547971	5.96569969710764	4.53702095472221	7.96904993614745	0.00603879161204174	0.00450197714951428	0.0079008874266026	0.187495884436165	0.00981560009069849	0.0836746201030261
Serotype_9	Population_L	0.0216621274012141	0.00768771721786772	5.50506543794527	989	76397	1	23	62	0.0210582061428231	0.0162943525748162	0.026662680919551	5.96569969710764	4.53702095472221	7.96904993614745	0.00675694860442356	0.00506721565131642	0.00883160864048791	0.0278791296535887	0.121072170979557	0.0836746201030261
Serotype_10	Population_L	0.0440987164969556	0.00915736905140876	5.50506543794527	989	76397	1	46	149	0.0412668046751222	0.0339314108453107	0.0496497750066851	5.96569969710764	4.53702095472221	7.96904993614745	0.0082163744538578	0.00621472054750483	0.0107861084766282	0.0642175565819216	0.102758182210227	0.0836746201030261
Serotype_11	Population_L	0.0150608035968617	0.00522944348484999	5.50506543794527	989	76397	1	14	33	0.0147908374129982	0.0106590850506815	0.0201731267901683	5.96569969710764	4.53702095472221	7.96904993614745	0.00487202874641886	0.00361226881702506	0.00655189242901793	0.017925084948303	0.0683466107754254	0.0836746201030261
Serotype_12	Population_L	0.0264580279355869	0.00171333895893638	5.50506543794527	989	76397	1	33	22	0.0332946656317748	0.0250470431605677	0.0434024288774574	5.96569969710764	4.53702095472221	7.96904993614745	0.00149725683293622	0.00110914895281043	0.00197976180231969	0.258395588395023	0.126117558275976	0.0836746201030261
Serotype_13	Population_L	0.0471926369587891	0.0211797975556686	5.50506543794527	989	76397	1	41	384	0.0440969804572191	0.0370329485766881	0.0520972980483962	5.96569969710764	4.53702095472221	7.96904993614745	0.0190169945513177	0.0144103093434709	0.024745261222286	0.0655961756125916	0.102116320926406	0.0836746201030261
Serotype_14	Population_L	0.0357526059728116	1.51053280711885e-05	5.50506543794527	989	76397	1	33	0	0.0337743031775096	0.0237862495283035	0.0461284702683766	5.96569969710764	4.53702095472221	7.96904993614745	1.38584668774417e-05	9.60248219858547e-06	1.99049624966158e-05	0.0553331076567227	0.082544462978267	0.0836746201030261
Serotype_15	Population_L	0.0352982293814421	0.00159293845675666	5.50506543794527	989	76397	1	39	22	0.0381934680925671	0.0291844069908648	0.048909460899814	5.96569969710764	4.53702095472221	7.96904993614745	0.00136789780107605	0.00100960397779988	0.00182389032482812	0.0820222079651163	0.141273917222643	0.0836746201030261
Serotype_16	Population_L	0.00437065887963399	2.15697089724176e-05	5.50506543794527	989	76397	1	3	0	0.00367884602101998	0.00112937818208257	0.008759213743961	5.96569969710764	4.53702095472221	7.96904993614745	1.79975959385049e-05	1.26896853328877e-05	2.5451226639741e-05	0.158285713359525	0.165607845635773	0.0836746201030261
Serotype_17	Population_L	0.0284647931926884	4.96360232812137e-05	5.50506543794527	989	76397	1	24	1	0.0254621515051217	0.0169460552337477	0.0359729846768746	5.96569969710764	4.53702095472221	7.96904993614745	3.84793156633784e-05	2.72757253718684e-05	5.37476724380979e-05	0.10548615854121	0.224770376035704	0.0836746201030261
Serotype_18	Population_L	0.0237668307614513	0.0284992836819387	5.50506543794527	989	76397	1	29	318	0.0285057381447624	0.0237981585802391	0.0341128749231879	5.96569969710764	4.53702095472221	7.96904993614745	0.0245787519533217	0.0184562071574966	0.0319522972292769	0.199391640849204	0.137565974372249	0.0836746201030261
Serotype_19	Population_L	0.0310464720940217	0.00499501697873601	5.50506543794527	989	76397	1	29	57	0.0300276731188868	0.0234368176459958	0.0379165735506366	5.96569969710764	4.53702095472221	7.96904993614745	0.00415461604499282	0.00307275702640689	0.00550680619628927	0.0328152896744472	0.168247863284713	0.0836746201030261
Serotype_20	Population_L	0.00800413142424077	0.0261759830892973	5.50506543794527	989	76397	1	6	110	0.00961007196099632	0.00752826952391744	0.0121991750309132	5.96569969710764	4.53702095472221	7.96904993614745	0.0244249330292714	0.0182691525923247	0.0321660643182578	0.200638951515952	0.0668952930651098	0.0836746201030261
Serotype_1	Population_M	0.0327542025945149	0.00192366131736158	0.81941943824015	1343	21729	1	41	1	0.0311089823800716	0.0227658934765843	0.0410316086079522	0.760188913487149	0.525388062353036	1.10233303329309	0.00173321520155694	0.00128680277912958	0.00231334817707903	0.0502292861410952	0.0990018950247726	0.0722835241499876
Serotype_2	Population_M	0.00139407927636057	7.10537281277665e-05	0.81941943824015	1343	21729	1	1	0	0.00125573218756128	0.000190249521346947	0.00408921284322375	0.760188913487149	0.525388062353036	1.10233303329309	5.20167954654757e-05	3.82250562503268e-05	7.05204459045807e-05	0.0992390398058731	0.267923065599868	0.0722835241499876
Serotype_3	Population_M	0.00152364483801648	0.00166667292466383	0.81941943824015	1343	21729	1	3	0	0.00267984615974907	0.000807395356668345	0.00622899497244174	0.760188913487149	0.525388062353036	1.10233303329309	0.00164820468344657	0.0012163068672458	0.00222894893980636	0.758839128965093	0.0110809031237994	0.0722835241499876
Serotype_4	Population_M	0.0143905452336185	0.000624277781675576	0.81941943824015	1343	21729	1	13	0	0.0101004071207484	0.00559836467893787	0.0164024021283532	0.760188913487149	0.525388062353036	1.10233303329309	0.000581577710132851	0.000424864771222456	0.000789824645956144	0.298121999078096	0.0683991530631067	0.0722835241499876
Serotype_5	Population_M	0.0290919046965428	0.000361271220343049	0.81941943824015	1343	21729	1	39	0	0.029461152579828	0.0211790892189136	0.0393288680404219	0.760188913487149	0.525388062353036	1.10233303329309	0.000280189243545696	0.000202393196812921	0.000384094158184984	0.0126924616018401	0.224435195032588	0.0722835241499876
Serotype_6	Population_M	0.0341375835356303	0.0551160483973277	0.81941943824015	1343	21729	1	37	27	0.0294360054522838	0.0224417903880096	0.0379822190230988	0.760188913487149	0.525388062353036	1.10233303329309	0.0511536943694845	0.0387478579765311	0.0673459199702064	0.137724396292998	0.0718911123540436	0.0722835241499876
Serotype_7	Population_M	0.0171467567328364	1.69363031133799e-05	0.81941943824015	1343	21729	1	18	0	0.0138728726055341	0.0084733614505935	0.0211415747914394	0.760188913487149	0.525388062353036	1.10233303329309	1.39089866574858e-05	9.10214005873963e-06	2.19695732055648e-05	0.190933141369685	0.178747182051938	0.0722835241499876
Serotype_8	Population_M	0.0252232511644252	0.00609865355644351	0.81941943824015	1343	21729	1	32	4	0.0253706804407901	0.0180531314657618	0.0342295439364954	0.760188913487149	0.525388062353036	1.10233303329309	0.00603879161204174	0.00450197714951428	0.0079008874266026	0.00584497515422967	0.00981560009069849	0.0722835241499876
Serotype_9	Population_M	0.0377022516098805	0.00768771721786772	0.81941943824015	1343	21729	1	53	1	0.0375113955192675	0.0286009738736983	0.0480620170277611	0.760188913487149	0.525388062353036	1.10233303329309	0.00675694860442356	0.00506721565131642	0.00883160864048791	0.00506219343576093	0.121072170979557	0.0722835241499876
Serotype_10	Population_M	0.0105427289032377	0.00915736905140876	0.81941943824015	1343	21729	1	8	2	0.00717587988148393	0.00370091224182663	0.0124290172015156	0.760188913487149	0.525388062353036	1.10233303329309	0.0082163744538578	0.00621472054750483	0.0107861084766282	0.319352707695995	0.102758182210227	0.0722835241499876
Serotype_11	Population_M	0.00556240566074848	0.00522944348484999	0.81941943824015	1343	21729	1	8	1	0.00676311815639726	0.00329648420567429	0.0120041566026884	0.760188913487149	0.525388062353036	1.10233303329309	0.00487202874641886	0.00361226881702506	0.00655189242901793	0.215862087176002	0.0683466107754254	0.0722835241499876
Serotype_12	Population_M	0.0352795821963809	0.00171333895893638	0.81941943824015	1343	21729	1	55	3	0.0428297264977261	0.0330394213616818	0.0540620254002848	0.760188913487149	0.525388062353036	1.10233303329309	0.00149725683293622	0.00110914895281043	0.00197976180231969	0.214008892149513	0.126117558275976	0.0722835241499876
Serotype_13	Population_M	0.0211130515555851	0.0211797975556686	0.81941943824015	1343	21729	1	36	4	0.0245339802669722	0.0178048571284907	0.0327591138547457	0.760188913487149	0.525388062353036	1.10233303329309	0.0190169945513177	0.0144103093434709	0.024745261222286	0.162029098559283	0.102116320926406	0.0722835241499876
Serotype_14	Population_M	0.00342470259638503	1.51053280711885e-05	0.81941943824015	1343	21729	1	5	0	0.00423377165647216	0.00160315398548209	0.0087915326595778	0.760188913487149	0.525388062353036	1.10233303329309	1.38584668774417e-05	9.60248219858547e-06	1.99049624966158e-05	0.236245056998862	0.082544462978267	0.0722835241499876
Serotype_15	Population_M	0.000776370498351753	0.00159293845675666	0.81941943824015	1343	21729	1	0	0	0.0005093879679179	1.84805294906233e-05	0.00269491628843764	0.760188913487149	0.525388062353036	1.10233303329309	0.00136789780107605	0.00100960397779988	0.00182389032482812	0.343885465767518	0.141273917222643	0.0722835241499876
Serotype_16	Population_M	0.00792090403847396	2.15697089724176e-05	0.81941943824015	1343	21729	1	15	0	0.0116486018151559	0.00683693692925543	0.0181604315421226	0.760188913487149	0.525388062353036	1.10233303329309	1.79975959385049e-05	1.26896853328877e-05	2.5451226639741e-05	0.47061519222749	0.165607845635773	0.0722835241499876
Serotype_17	Population_M	0.0107870044535957	4.96360232812137e-05	0.81941943824015	1343	21729	1	16	0	0.0123655971249454	0.00729084811028289	0.0194214616984907	0.760188913487149	0.525388062353036	1.10233303329309	3.84793156633784e-05	2.72757253718684e-05	5.37476724380979e-05	0.146342080244849	0.224770376035704	0.0722835241499876
Serotype_18	Population_M	0.0324034189805388	0.0284992836819387	0.81941943824015	1343	21729	1	48	14	0.0358080580295063	0.0274623833417408	0.0455730063594704	0.760188913487149	0.525388062353036	1.10233303329309	0.0245787519533217	0.0184562071574966	0.0319522972292769	0.105070364673932	0.137565974372249	0.0722835241499876
Serotype_19	Population_M	0.0319888039957732	0.00499501697873601	0.81941943824015	1343	21729	1	47	4	0.0365329636697242	0.0278232004774736	0.04699262190328	0.760188913487149	0.525388062353036	1.10233303329309	0.00415461604499282	0.00307275702640689	0.00550680619628927	0.142054691214821	0.168247863284713	0.0722835241499876
Serotype_20	Population_M	0.0270799891557544	0.0261759830892973	0.81941943824015	1343	21729	1	36	11	0.0272859388751904	0.0199549793903147	0.0358743372651059	0.760188913487149	0.525388062353036	1.10233303329309	0.0244249330292714	0.0182691525923247	0.0321660643182578	0.00760523640727422	0.0668952930651098	0.0722835241499876
Serotype_1	Population_N	0.0467370778205805	0.00192366131736158	557.553641591486	921	813645	1	46	40762	0.0494688202886319	0.0419985751168805	0.0586075347934488	581.416276295694	447.895661982728	774.302048003078	0.00173321520155694	0.00128680277912958	0.00231334817707903	0.0584491499134456	0.0990018950247726	0.0427988141842171
Serotype_2	Population_N	0.042239009658806	7.10537281277665e-05	557.553641591486	921	813645	1	46	1357	0.0548789207502722	0.0458788696545931	0.0654488540588344	581.416276295694	447.895661982728	774.302048003078	5.20167954654757e-05	3.82250562503268e-05	7.05204459045807e-05	0.299247335426839	0.267923065599868	0.0427988141842171
Serotype_3	Population_N	0.0318866047309712	0.00166667292466383	557.553641591486	921	813645	1	28	23999	0.0307198864945079	0.0254504654171882	0.0366836594261316	581.416276295694	447.895661982728	774.302048003078	0.00164820468344657	0.0012163068672458	0.00222894893980636	0.0365896038887475	0.0110809031237994	0.0427988141842171
Serotype_4	Population_N	0.0373223181930371	0.000624277781675576	557.553641591486	921	813645	1	48	10567	0.0383575679602081	0.0316795745904402	0.0460609873504128	581.416276295694	447.895661982728	774.302048003078	0.000581577710132851	0.000424864771222456	0.000789824645956144	0.0277380885564653	0.0683991530631067	0.0427988141842171
Serotype_5	Population_N	0.00418594398070127	0.000361271220343049	557.553641591486	921	813645	1	5	665	0.00500243021029339	0.00400834064651524	0.00624309645105415	581.416276295694	447.895661982728	774.302048003078	0.000280189243545696	0.000202393196812921	0.000384094158184984	0.195054265741831	0.224435195032588	0.0427988141842171
Serotype_6	Population_N	0.0483910560258664	0.0551160483973277	557.553641591486	921	813645	1	43	1210889	0.0499206592252937	0.0433206405130536	0.0573863092772017	581.416276295694	447.895661982728	774.302048003078	0.0511536943694845	0.0387478579765311	0.0673459199702064	0.0316092130456844	0.0718911123540436	0.0427988141842171
Serotype_7	Population_N	0.0239478974253871	1.69363031133799e-05	557.553641591486	921	813645	1	27	192	0.0291161315045733	0.0204758314114471	0.0398645615641408	581.416276295694	447.895661982728	774.302048003078	1.39089866574858e-05	9.10214005873963e-06	2.19695732055648e-05	0.215811600800804	0.178747182051938	0.0427988141842171
Serotype_8	Population_N	0.0297732063452713	0.00609865355644351	557.553641591486	921	813645	1	31	82444	0.0288177818912004	0.02465087554762	0.0334617461015749	581.416276295694	447.895661982728	774.302048003078	0.00603879161204174	0.00450197714951428	0.0079008874266026	0.0320900759895032	0.00981560009069849	0.0427988141842171
Serotype_9	Population_N	0.00091587892966345	0.00768771721786772	557.553641591486	921	813645	1	0	3290	0.00102719542190373	0.000874366673118519	0.00119378890394522	581.416276295694	447.895661982728	774.302048003078	0.00675694860442356	0.00506721565131642	0.00883160864048791	0.121540619218293	0.121072170979557	0.0427988141842171
Serotype_10	Population_N	0.047439211467281	0.00915736905140876	557.553641591486	921	813645	1	43	196125	0.0503434936964023	0.0433956467661573	0.0580098458343822	581.416276295694	447.895661982728	774.302048003078	0.0082163744538578	0.00621472054750483	0.0107861084766282	0.0612211320401992	0.102758182210227	0.0427988141842171
Serotype_11	Population_N	0.0311054213088937	0.00522944348484999	557.553641591486	921	813645	1	26	73838	0.0319070940860262	0.0266343068850953	0.0381288753975581	581.416276295694	447.895661982728	774.302048003078	0.00487202874641886	0.00361226881702506	0.00655189242901793	0.0257727670418422	0.0683466107754254	0.0427988141842171
Serotype_12	Population_N	0.0487992799608037	0.00171333895893638	557.553641591486	921	813645	1	45	37754	0.0532609627762501	0.045648400711291	0.0618447224832654	581.416276295694	447.895661982728	774.302048003078	0.00149725683293622	0.00110914895281043	0.00197976180231969	0.091429275575994	0.126117558275976	0.0427988141842171
