serotype	study	gene1	true_rho_ijg1	true_nu_j	true_r_i	carriage_samples	surveillance_population	time_interval	true_nu_g1	carriage	disease	rho	rho_lower	rho_upper	gamma	gamma_lower	gamma_upper	nu_j	nu_j_lower	nu_j_upper	nu_g1	nu_g1_lower	nu_g1_upper	rho_diff	nu_j_diff	nu_g1_diff	r_diff
Serotype_4	Population_D	Gene1_B	0.0262619546148926	0.000624277781675576	3.64302469360496	1395	126564	3	1e-04	29	0	0.0211936841707432	0.0146649680849591	0.0294372827964993	0.136042166698699	0.0232621392178163	0.71109674050645	7.94323820128126e-05	1.50029611034148e-05	0.000459424710304838	0.0641427922257691	0.0322841443715132	0.388235520992767	0.192989079391498	0.872761158022292	640.427922257691	0.962656809069258
Serotype_5	Population_D	Gene1_B	0.0218222417985089	0.000361271220343049	3.64302469360496	1395	126564	3	1e-04	29	0	0.0212073437832412	0.014477845208707	0.0295936258218793	0.136042166698699	0.0232621392178163	0.71109674050645	1.2210014867313e-05	1.40676118076566e-06	0.000111604366116664	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0281775823467285	0.966202636191948	640.427922257691	0.962656809069258
Serotype_6	Population_D	Gene1_B	0.0452412446611561	0.0551160483973277	3.64302469360496	1395	126564	3	1e-04	61	1	0.0442486980308418	0.0337703263437571	0.055650307555747	0.136042166698699	0.0232621392178163	0.71109674050645	0.0053260648349435	0.00142434550814157	0.0237605522680858	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0219389770937602	0.903366351728479	640.427922257691	0.962656809069258
Serotype_7	Population_D	Gene1_B	0.0495673150755465	1.69363031133799e-05	3.64302469360496	1395	126564	3	1e-04	83	0	0.059915456558719	0.0481398163899576	0.0729088042781087	0.136042166698699	0.0232621392178163	0.71109674050645	1.01005899741946e-05	1.28255380479858e-06	9.12459825986438e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.208769457603276	0.403613060856531	640.427922257691	0.962656809069258
Serotype_8	Population_D	Gene1_B	0.0209084717091173	0.00609865355644351	3.64302469360496	1395	126564	3	1e-04	31	0	0.0226118146406227	0.0158871238487783	0.0313405848896491	0.136042166698699	0.0232621392178163	0.71109674050645	0.000584939359694556	0.000144798856902878	0.00276779992624165	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0814666397048335	0.904087130990325	640.427922257691	0.962656809069258
Serotype_9	Population_D	Gene1_B	0.0418412503204308	0.00768771721786772	3.64302469360496	1395	126564	3	1e-04	63	0	0.0455050407840049	0.0354563982165023	0.0571978200211772	0.136042166698699	0.0232621392178163	0.71109674050645	0.000819696733893224	0.000210342649427584	0.00370938788988802	0.0641427922257691	0.0322841443715132	0.388235520992767	0.087564076969875	0.893375795354687	640.427922257691	0.962656809069258
Serotype_10	Population_D	Gene1_B	0.00299870849121362	0.00915736905140876	3.64302469360496	1395	126564	3	1e-04	8	0	0.0061602123885525	0.00293348100198443	0.0113387184818665	0.136042166698699	0.0232621392178163	0.71109674050645	0.0010189296236015	0.000266133741010298	0.00468223228387097	0.0641427922257691	0.0322841443715132	0.388235520992767	1.05428850673624	0.888731182735859	640.427922257691	0.962656809069258
Serotype_11	Population_D	Gene1_B	0.0204732545767911	0.00522944348484999	3.64302469360496	1395	126564	3	1e-04	28	0	0.0204979086003449	0.0139287515309594	0.0287325072249461	0.136042166698699	0.0232621392178163	0.71109674050645	0.00045041644174081	0.000115672641546816	0.00212807734188788	0.0641427922257691	0.0322841443715132	0.388235520992767	0.00120420636891584	0.913869144384925	640.427922257691	0.962656809069258
Serotype_12	Population_D	Gene1_B	0.0415451983455569	0.00171333895893638	3.64302469360496	1395	126564	3	1e-04	54	0	0.0391577618689451	0.0300289035575501	0.0498462017349733	0.136042166698699	0.0232621392178163	0.71109674050645	0.0001915960444349	4.1561226282231e-05	0.000993746558792818	0.0641427922257691	0.0322841443715132	0.388235520992767	0.057466002611276	0.888173882094037	640.427922257691	0.962656809069258
Serotype_13	Population_D	Gene1_B	0.00224885777570307	0.0211797975556686	3.64302469360496	1395	126564	3	1e-04	6	0	0.00476343391218356	0.00197136164490172	0.00931135134861294	0.136042166698699	0.0232621392178163	0.71109674050645	0.00205898702020449	0.000551335488194067	0.00927865017690677	0.0641427922257691	0.0322841443715132	0.388235520992767	1.11815703227134	0.902785330464435	640.427922257691	0.962656809069258
Serotype_14	Population_D	Gene1_B	0.0448206190019846	1.51053280711885e-05	3.64302469360496	1395	126564	3	1e-04	71	0	0.0513864534230195	0.0404568927170888	0.0636109303463878	0.136042166698699	0.0232621392178163	0.71109674050645	3.16878813740749e-06	1.05494226525854e-06	3.58237339384754e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.146491382029868	0.790220502164958	640.427922257691	0.962656809069258
Serotype_15	Population_D	Gene1_B	0.0384761265595444	0.00159293845675666	3.64302469360496	1395	126564	3	1e-04	51	1	0.0376341373592517	0.028626754144381	0.0483723093203041	0.136042166698699	0.0232621392178163	0.71109674050645	0.000138473458120253	3.19010471042279e-05	0.000674303033902352	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0218834190336077	0.913070428092874	640.427922257691	0.962656809069258
Serotype_16	Population_D	Gene1_B	0.000462106813210994	2.15697089724176e-05	3.64302469360496	1395	126564	3	1e-04	1	0	0.0012037750804826	0.000188718801741139	0.00410036163152644	0.136042166698699	0.0232621392178163	0.71109674050645	3.34979205344244e-06	1.0649078678035e-06	3.81824109800762e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	1.60497150457066	0.844699246627481	640.427922257691	0.962656809069258
Serotype_17	Population_D	Gene1_B	0.00124443282838911	4.96360232812137e-05	3.64302469360496	1395	126564	3	1e-04	1	0	0.00121729114906194	0.000192383283944857	0.00391212163339151	0.136042166698699	0.0232621392178163	0.71109674050645	3.49993402632356e-06	1.05211602398701e-06	4.15425951639031e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0218104816169959	0.929488025128552	640.427922257691	0.962656809069258
Serotype_18	Population_D	Gene1_B	0.00121358890319243	0.0284992836819387	3.64302469360496	1395	126564	3	1e-04	0	0	0.000493595959291599	1.78096656822935e-05	0.00263204546133793	0.136042166698699	0.0232621392178163	0.71109674050645	0.00257326737494304	0.00068652238069588	0.0116439633922722	0.0641427922257691	0.0322841443715132	0.388235520992767	0.59327581358633	0.909707647263646	640.427922257691	0.962656809069258
Serotype_19	Population_D	Gene1_B	0.0379085583961569	0.00499501697873601	3.64302469360496	1395	126564	3	1e-04	51	0	0.0369577059045745	0.02772292544077	0.0476172766562166	0.136042166698699	0.0232621392178163	0.71109674050645	0.000411502834259686	9.97470771924518e-05	0.00200569263308286	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0250827921664996	0.917617330229012	640.427922257691	0.962656809069258
Serotype_20	Population_D	Gene1_B	0.027050027588848	0.0261759830892973	3.64302469360496	1395	126564	3	1e-04	33	0	0.0238935355785053	0.0165551332492313	0.0326415635122767	0.136042166698699	0.0232621392178163	0.71109674050645	0.00244332087533237	0.000646598625577623	0.010947219292899	0.0641427922257691	0.0322841443715132	0.388235520992767	0.116690898002781	0.906657913592121	640.427922257691	0.962656809069258
Serotype_1	Population_E	Gene1_B	0.0314206067239866	0.00192366131736158	1436.68464604083	853	166373	3	1e-04	32	2	0.0349717391477176	0.0243394878986891	0.0483485778599088	17.2751278345165	4.30698572864232	74.2519571488199	0.000203617631925335	4.53288447321467e-05	0.00104405095554765	0.0641427922257691	0.0322841443715132	0.388235520992767	0.113019218722472	0.894150997325969	640.427922257691	0.987975699550961
Serotype_2	Population_E	Gene1_B	0.0025040416745469	7.10537281277665e-05	1436.68464604083	853	166373	3	1e-04	3	0	0.00426242724423965	0.00119080627695375	0.0104359857101281	17.2751278345165	4.30698572864232	74.2519571488199	3.7910214095236e-06	1.06999759025287e-06	4.76897479385222e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.702218971659457	0.946645707277925	640.427922257691	0.987975699550961
Serotype_3	Population_E	Gene1_B	0.0139016754576005	0.00166667292466383	1436.68464604083	853	166373	3	1e-04	7	1	0.00903164184012122	0.00417860067378286	0.0165064594120484	17.2751278345165	4.30698572864232	74.2519571488199	0.000151818440547293	2.78259432827072e-05	0.000835717634048202	0.0641427922257691	0.0322841443715132	0.388235520992767	0.350319904412434	0.908909277698913	640.427922257691	0.987975699550961
Serotype_4	Population_E	Gene1_B	0.0341307765454985	0.000624277781675576	1436.68464604083	853	166373	3	1e-04	39	4	0.047766772903023	0.0348209328084306	0.0636447708410016	17.2751278345165	4.30698572864232	74.2519571488199	7.94323820128126e-05	1.50029611034148e-05	0.000459424710304838	0.0641427922257691	0.0322841443715132	0.388235520992767	0.399522007339822	0.872761158022292	640.427922257691	0.987975699550961
Serotype_5	Population_E	Gene1_B	0.00972798425937071	0.000361271220343049	1436.68464604083	853	166373	3	1e-04	11	1	0.0146189033110837	0.00802442884355777	0.0241527593169041	17.2751278345165	4.30698572864232	74.2519571488199	1.2210014867313e-05	1.40676118076566e-06	0.000111604366116664	0.0641427922257691	0.0322841443715132	0.388235520992767	0.502767985772761	0.966202636191948	640.427922257691	0.987975699550961
Serotype_6	Population_E	Gene1_B	0.0304347328725271	0.0551160483973277	1436.68464604083	853	166373	3	1e-04	33	127	0.0364310293955212	0.0281989149353682	0.0464001389862889	17.2751278345165	4.30698572864232	74.2519571488199	0.0053260648349435	0.00142434550814157	0.0237605522680858	0.0641427922257691	0.0322841443715132	0.388235520992767	0.197021493440046	0.903366351728479	640.427922257691	0.987975699550961
Serotype_7	Population_E	Gene1_B	0.0428604346583597	1.69363031133799e-05	1436.68464604083	853	166373	3	1e-04	40	1	0.048136959089101	0.0353147439446151	0.0636452333491432	17.2751278345165	4.30698572864232	74.2519571488199	1.01005899741946e-05	1.28255380479858e-06	9.12459825986438e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.123109447507951	0.403613060856531	640.427922257691	0.987975699550961
Serotype_8	Population_E	Gene1_B	0.0196354363812134	0.00609865355644351	1436.68464604083	853	166373	3	1e-04	10	8	0.0149301975275216	0.00896821741880009	0.0232236555531159	17.2751278345165	4.30698572864232	74.2519571488199	0.000584939359694556	0.000144798856902878	0.00276779992624165	0.0641427922257691	0.0322841443715132	0.388235520992767	0.239629960971663	0.904087130990325	640.427922257691	0.987975699550961
Serotype_9	Population_E	Gene1_B	0.0302278683520854	0.00768771721786772	1436.68464604083	853	166373	3	1e-04	28	25	0.0380552146048825	0.0280678827680828	0.0502603639528783	17.2751278345165	4.30698572864232	74.2519571488199	0.000819696733893224	0.000210342649427584	0.00370938788988802	0.0641427922257691	0.0322841443715132	0.388235520992767	0.258944698369945	0.893375795354687	640.427922257691	0.987975699550961
Serotype_10	Population_E	Gene1_B	0.0336189687601291	0.00915736905140876	1436.68464604083	853	166373	3	1e-04	30	25	0.0360483265044416	0.0266552894626995	0.0477958836919031	17.2751278345165	4.30698572864232	74.2519571488199	0.0010189296236015	0.000266133741010298	0.00468223228387097	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0722615188361645	0.888731182735859	640.427922257691	0.987975699550961
Serotype_11	Population_E	Gene1_B	0.0383239560527727	0.00522944348484999	1436.68464604083	853	166373	3	1e-04	34	10	0.0384233017162179	0.0278738391710651	0.0517733195060891	17.2751278345165	4.30698572864232	74.2519571488199	0.00045041644174081	0.000115672641546816	0.00212807734188788	0.0641427922257691	0.0322841443715132	0.388235520992767	0.00259226013380342	0.913869144384925	640.427922257691	0.987975699550961
Serotype_12	Population_E	Gene1_B	0.0120372841251083	0.00171333895893638	1436.68464604083	853	166373	3	1e-04	12	3	0.0157939084179677	0.00923759085857073	0.0251166867139978	17.2751278345165	4.30698572864232	74.2519571488199	0.0001915960444349	4.1561226282231e-05	0.000993746558792818	0.0641427922257691	0.0322841443715132	0.388235520992767	0.312082381192915	0.888173882094037	640.427922257691	0.987975699550961
Serotype_13	Population_E	Gene1_B	0.0474009374040179	0.0211797975556686	1436.68464604083	853	166373	3	1e-04	43	64	0.0480705715438975	0.0378387253371537	0.0599726980686801	17.2751278345165	4.30698572864232	74.2519571488199	0.00205898702020449	0.000551335488194067	0.00927865017690677	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0141270231466534	0.902785330464435	640.427922257691	0.987975699550961
Serotype_14	Population_E	Gene1_B	0.0247596639324911	1.51053280711885e-05	1436.68464604083	853	166373	3	1e-04	26	0	0.0310627921929616	0.020644205125437	0.044325149944213	17.2751278345165	4.30698572864232	74.2519571488199	3.16878813740749e-06	1.05494226525854e-06	3.58237339384754e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.254572448061349	0.790220502164958	640.427922257691	0.987975699550961
Serotype_15	Population_E	Gene1_B	0.0395257750176825	0.00159293845675666	1436.68464604083	853	166373	3	1e-04	28	7	0.0374348265953967	0.0262193819972916	0.0508830358834785	17.2751278345165	4.30698572864232	74.2519571488199	0.000138473458120253	3.19010471042279e-05	0.000674303033902352	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0529008835715525	0.913070428092874	640.427922257691	0.987975699550961
Serotype_16	Population_E	Gene1_B	0.0493718353682198	2.15697089724176e-05	1436.68464604083	853	166373	3	1e-04	36	0	0.0427898683526874	0.030802547050603	0.0571290653308983	17.2751278345165	4.30698572864232	74.2519571488199	3.34979205344244e-06	1.0649078678035e-06	3.81824109800762e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.133314205689204	0.844699246627481	640.427922257691	0.987975699550961
Serotype_17	Population_E	Gene1_B	0.0235051095020026	4.96360232812137e-05	1436.68464604083	853	166373	3	1e-04	16	0	0.0194506961294923	0.0115678396786566	0.0298948120312604	17.2751278345165	4.30698572864232	74.2519571488199	3.49993402632356e-06	1.05211602398701e-06	4.15425951639031e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.172490724715191	0.929488025128552	640.427922257691	0.987975699550961
Serotype_18	Population_E	Gene1_B	0.0166400748654269	0.0284992836819387	1436.68464604083	853	166373	3	1e-04	20	28	0.0189000075901587	0.0134000762554934	0.0263029457146903	17.2751278345165	4.30698572864232	74.2519571488199	0.00257326737494304	0.00068652238069588	0.0116439633922722	0.0641427922257691	0.0322841443715132	0.388235520992767	0.135812653669442	0.909707647263646	640.427922257691	0.987975699550961
Serotype_19	Population_E	Gene1_B	0.000580993469338864	0.00499501697873601	1436.68464604083	853	166373	3	1e-04	0	0	0.000614351748113671	2.50145192914097e-05	0.00315663331858839	17.2751278345165	4.30698572864232	74.2519571488199	0.000411502834259686	9.97470771924518e-05	0.00200569263308286	0.0641427922257691	0.0322841443715132	0.388235520992767	0.057415927261225	0.917617330229012	640.427922257691	0.987975699550961
Serotype_20	Population_E	Gene1_B	0.037499209435191	0.0261759830892973	1436.68464604083	853	166373	3	1e-04	39	81	0.0482144338022889	0.0378031970296565	0.0606520095420214	17.2751278345165	4.30698572864232	74.2519571488199	0.00244332087533237	0.000646598625577623	0.010947219292899	0.0641427922257691	0.0322841443715132	0.388235520992767	0.285745340461557	0.906657913592121	640.427922257691	0.987975699550961
Serotype_1	Population_E	Gene1_B	0.00882921181619167	0.00192366131736158	1436.68464604083	853	166373	3	1e-04	6	2	0.00867225283687388	0.00408246322548632	0.0157511158825664	17.2751278345165	4.30698572864232	74.2519571488199	0.000203617631925335	4.53288447321467e-05	0.00104405095554765	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0177772356791742	0.894150997325969	640.427922257691	0.987975699550961
Serotype_2	Population_E	Gene1_B	0.0427694575744681	7.10537281277665e-05	1436.68464604083	853	166373	3	1e-04	33	0	0.0393259528881235	0.0275375445432638	0.0534991181874587	17.2751278345165	4.30698572864232	74.2519571488199	3.7910214095236e-06	1.06999759025287e-06	4.76897479385222e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0805131718200771	0.946645707277925	640.427922257691	0.987975699550961
Serotype_3	Population_E	Gene1_B	0.019604415865615	0.00166667292466383	1436.68464604083	853	166373	3	1e-04	17	1	0.0193816310066586	0.0117612844071152	0.0297374854071011	17.2751278345165	4.30698572864232	74.2519571488199	0.000151818440547293	2.78259432827072e-05	0.000835717634048202	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0113640141325059	0.908909277698913	640.427922257691	0.987975699550961
Serotype_4	Population_E	Gene1_B	0.026191009406466	0.000624277781675576	1436.68464604083	853	166373	3	1e-04	19	0	0.0216324699928204	0.0134354756828905	0.0323966800277881	17.2751278345165	4.30698572864232	74.2519571488199	7.94323820128126e-05	1.50029611034148e-05	0.000459424710304838	0.0641427922257691	0.0322841443715132	0.388235520992767	0.174049779559859	0.872761158022292	640.427922257691	0.987975699550961
Serotype_5	Population_E	Gene1_B	0.0254391110618599	0.000361271220343049	1436.68464604083	853	166373	3	1e-04	19	0	0.0226797670028717	0.0139982794548273	0.0340282783624252	17.2751278345165	4.30698572864232	74.2519571488199	1.2210014867313e-05	1.40676118076566e-06	0.000111604366116664	0.0641427922257691	0.0322841443715132	0.388235520992767	0.108468572360028	0.966202636191948	640.427922257691	0.987975699550961
Serotype_6	Population_E	Gene1_B	0.00466739542316645	0.0551160483973277	1436.68464604083	853	166373	3	1e-04	3	14	0.00398925121518114	0.0023038582420983	0.00643206691875951	17.2751278345165	4.30698572864232	74.2519571488199	0.0053260648349435	0.00142434550814157	0.0237605522680858	0.0641427922257691	0.0322841443715132	0.388235520992767	0.145293926591129	0.903366351728479	640.427922257691	0.987975699550961
Serotype_7	Population_E	Gene1_B	0.028983063576743	1.69363031133799e-05	1436.68464604083	853	166373	3	1e-04	34	0	0.0401322473816782	0.0284176910061478	0.054586725493036	17.2751278345165	4.30698572864232	74.2519571488199	1.01005899741946e-05	1.28255380479858e-06	9.12459825986438e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.384679272272709	0.403613060856531	640.427922257691	0.987975699550961
Serotype_8	Population_E	Gene1_B	0.02284848325653	0.00609865355644351	1436.68464604083	853	166373	3	1e-04	25	9	0.0277970399399329	0.0188998843303824	0.0392160768299538	17.2751278345165	4.30698572864232	74.2519571488199	0.000584939359694556	0.000144798856902878	0.00276779992624165	0.0641427922257691	0.0322841443715132	0.388235520992767	0.216581408395615	0.904087130990325	640.427922257691	0.987975699550961
Serotype_9	Population_E	Gene1_B	0.0384753821068443	0.00768771721786772	1436.68464604083	853	166373	3	1e-04	30	24	0.0388869668652802	0.0290093902739642	0.0507378095648605	17.2751278345165	4.30698572864232	74.2519571488199	0.000819696733893224	0.000210342649427584	0.00370938788988802	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0106973533698229	0.893375795354687	640.427922257691	0.987975699550961
Serotype_10	Population_E	Gene1_B	0.036435062775854	0.00915736905140876	1436.68464604083	853	166373	3	1e-04	32	22	0.0354902297573923	0.0258222453303334	0.0472188102450439	17.2751278345165	4.30698572864232	74.2519571488199	0.0010189296236015	0.000266133741010298	0.00468223228387097	0.0641427922257691	0.0322841443715132	0.388235520992767	0.02593197174585	0.888731182735859	640.427922257691	0.987975699550961
Serotype_11	Population_E	Gene1_B	0.0342361497576349	0.00522944348484999	1436.68464604083	853	166373	3	1e-04	28	13	0.0358071647952516	0.0259042506348939	0.0485604651030814	17.2751278345165	4.30698572864232	74.2519571488199	0.00045041644174081	0.000115672641546816	0.00212807734188788	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0458876085289458	0.913869144384925	640.427922257691	0.987975699550961
Serotype_12	Population_E	Gene1_B	0.0203631495824084	0.00171333895893638	1436.68464604083	853	166373	3	1e-04	15	1	0.0167926564043385	0.00970950059009987	0.026790922623888	17.2751278345165	4.30698572864232	74.2519571488199	0.0001915960444349	4.1561226282231e-05	0.000993746558792818	0.0641427922257691	0.0322841443715132	0.388235520992767	0.175340909991372	0.888173882094037	640.427922257691	0.987975699550961
Serotype_13	Population_E	Gene1_B	0.0445969756925479	0.0211797975556686	1436.68464604083	853	166373	3	1e-04	35	74	0.048831672231247	0.0385454544725069	0.0610280448766595	17.2751278345165	4.30698572864232	74.2519571488199	0.00205898702020449	0.000551335488194067	0.00927865017690677	0.0641427922257691	0.0322841443715132	0.388235520992767	0.094954791730569	0.902785330464435	640.427922257691	0.987975699550961
Serotype_14	Population_E	Gene1_B	0.0481850383221172	1.51053280711885e-05	1436.68464604083	853	166373	3	1e-04	42	0	0.0497269393088628	0.0367323388195435	0.065473861224309	17.2751278345165	4.30698572864232	74.2519571488199	3.16878813740749e-06	1.05494226525854e-06	3.58237339384754e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0319995799616877	0.790220502164958	640.427922257691	0.987975699550961
Serotype_15	Population_E	Gene1_B	0.0242634105263278	0.00159293845675666	1436.68464604083	853	166373	3	1e-04	27	1	0.0302400414762274	0.0205167586812141	0.0426545774551096	17.2751278345165	4.30698572864232	74.2519571488199	0.000138473458120253	3.19010471042279e-05	0.000674303033902352	0.0641427922257691	0.0322841443715132	0.388235520992767	0.246322788934164	0.913070428092874	640.427922257691	0.987975699550961
Serotype_16	Population_E	Gene1_B	0.0192858312162571	2.15697089724176e-05	1436.68464604083	853	166373	3	1e-04	19	0	0.0229498526948156	0.0143060065438503	0.0342636472675571	17.2751278345165	4.30698572864232	74.2519571488199	3.34979205344244e-06	1.0649078678035e-06	3.81824109800762e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.189985146995892	0.844699246627481	640.427922257691	0.987975699550961
Serotype_17	Population_E	Gene1_B	0.0410889444872737	4.96360232812137e-05	1436.68464604083	853	166373	3	1e-04	30	0	0.0356897716250316	0.0246402854930086	0.0494572002502354	17.2751278345165	4.30698572864232	74.2519571488199	3.49993402632356e-06	1.05211602398701e-06	4.15425951639031e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.131402082229548	0.929488025128552	640.427922257691	0.987975699550961
Serotype_18	Population_E	Gene1_B	0.025768801313825	0.0284992836819387	1436.68464604083	853	166373	3	1e-04	22	57	0.03095295629338	0.0230075262395993	0.0406072259145989	17.2751278345165	4.30698572864232	74.2519571488199	0.00257326737494304	0.00068652238069588	0.0116439633922722	0.0641427922257691	0.0322841443715132	0.388235520992767	0.201179516129598	0.909707647263646	640.427922257691	0.987975699550961
Serotype_19	Population_E	Gene1_B	0.0313264196622185	0.00499501697873601	1436.68464604083	853	166373	3	1e-04	24	10	0.0304669622020424	0.020732785798471	0.0430799026549872	17.2751278345165	4.30698572864232	74.2519571488199	0.000411502834259686	9.97470771924518e-05	0.00200569263308286	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0274355470380384	0.917617330229012	640.427922257691	0.987975699550961
Serotype_20	Population_E	Gene1_B	0.0297304935171269	0.0261759830892973	1436.68464604083	853	166373	3	1e-04	30	52	0.0331029194724893	0.0250796293713577	0.0429195479101152	17.2751278345165	4.30698572864232	74.2519571488199	0.00244332087533237	0.000646598625577623	0.010947219292899	0.0641427922257691	0.0322841443715132	0.388235520992767	0.113433231554656	0.906657913592121	640.427922257691	0.987975699550961
